Datetime,open_time,Open,High,Low,Close,Volume
2024-03-01 00:00:00,1709222400000,0.13412,0.13497,0.13138,0.13179,115751090.0
2024-03-01 00:15:00,1709223300000,0.13181,0.13182,0.12754,0.12816,110492075.0
2024-03-01 00:30:00,1709224200000,0.12817,0.12969,0.12602,0.12763,137816257.0
2024-03-01 00:45:00,1709225100000,0.12763,0.12926,0.12613,0.12876,91057155.0
2024-03-01 01:00:00,1709226000000,0.12875,0.13032,0.1282,0.12872,61132470.0
2024-03-01 01:15:00,1709226900000,0.12872,0.12961,0.12736,0.12764,59969706.0
2024-03-01 01:30:00,1709227800000,0.12766,0.12813,0.12546,0.12649,89871277.0
2024-03-01 01:45:00,1709228700000,0.12648,0.12801,0.12475,0.12618,88916729.0
2024-03-01 02:00:00,1709229600000,0.12618,0.12807,0.12544,0.12732,58585296.0
2024-03-01 02:15:00,1709230500000,0.12731,0.12802,0.12542,0.12543,48998992.0
2024-03-01 02:30:00,1709231400000,0.12542,0.12593,0.12259,0.12417,93223143.0
2024-03-01 02:45:00,1709232300000,0.12418,0.12531,0.12293,0.12493,74317473.0
2024-03-01 03:00:00,1709233200000,0.12492,0.12532,0.124,0.12484,40037296.0
2024-03-01 03:15:00,1709234100000,0.12485,0.12576,0.1248,0.12522,43519345.0
2024-03-01 03:30:00,1709235000000,0.12522,0.12698,0.12515,0.1255,48636520.0
2024-03-01 03:45:00,1709235900000,0.1255,0.12657,0.1254,0.12652,21357845.0
2024-03-01 04:00:00,1709236800000,0.12651,0.12749,0.12603,0.12724,34043803.0
2024-03-01 04:15:00,1709237700000,0.12723,0.12797,0.12669,0.12782,46456376.0
2024-03-01 04:30:00,1709238600000,0.12781,0.12799,0.1271,0.12724,40217113.0
2024-03-01 04:45:00,1709239500000,0.12725,0.12754,0.12645,0.1266,20747461.0
2024-03-01 05:00:00,1709240400000,0.1266,0.12696,0.12216,0.12259,84250816.0
2024-03-01 05:15:00,1709241300000,0.1226,0.12385,0.11862,0.11865,172052418.0
2024-03-01 05:30:00,1709242200000,0.11864,0.12034,0.11739,0.11815,121612228.0
2024-03-01 05:45:00,1709243100000,0.11815,0.12043,0.11754,0.12042,57898715.0
2024-03-01 06:00:00,1709244000000,0.12043,0.12059,0.1184,0.11889,75900356.0
2024-03-01 06:15:00,1709244900000,0.11889,0.11928,0.11577,0.11584,93050785.0
2024-03-01 06:30:00,1709245800000,0.11583,0.11738,0.11422,0.11508,84675668.0
2024-03-01 06:45:00,1709246700000,0.11507,0.11761,0.11507,0.11662,46205474.0
2024-03-01 07:00:00,1709247600000,0.11663,0.11836,0.11655,0.11815,76158643.0
2024-03-01 07:15:00,1709248500000,0.11815,0.11898,0.11807,0.11873,48879748.0
2024-03-01 07:30:00,1709249400000,0.11874,0.11892,0.11826,0.11852,26307405.0
2024-03-01 07:45:00,1709250300000,0.11852,0.1187,0.11661,0.11732,48336228.0
2024-03-01 08:00:00,1709251200000,0.11732,0.11901,0.11704,0.11819,55998201.0
2024-03-01 08:15:00,1709252100000,0.11819,0.11857,0.11739,0.11824,48814149.0
2024-03-01 08:30:00,1709253000000,0.11825,0.11928,0.11824,0.11898,55623431.0
