Datetime,open_time,Open,High,Low,Close,Volume
2024-03-01 00:00:00,1709222400000,62768.01,62879.3,62590.21,62630.66,967.27437
2024-03-01 00:15:00,1709223300000,62630.65,62636.8,62153.9,62223.15,1070.85038
2024-03-01 00:30:00,1709224200000,62223.15,62458.08,61501.0,61855.88,1817.22029
2024-03-01 00:45:00,1709225100000,61855.88,62284.53,61711.1,62171.97,843.54856
2024-03-01 01:00:00,1709226000000,62171.97,62406.7,61918.87,61931.62,846.10705
2024-03-01 01:15:00,1709226900000,61931.62,62137.84,61661.1,61717.43,811.24315
2024-03-01 01:30:00,1709227800000,61717.43,61771.75,60588.01,60960.32,2683.23124
2024-03-01 01:45:00,1709228700000,60960.31,61201.1,60501.0,60982.35,1827.41351
2024-03-01 02:00:00,1709229600000,60982.35,61510.0,60890.0,61384.98,1115.50842
2024-03-01 02:15:00,1709230500000,61384.97,61458.86,60945.22,60960.82,694.20983
2024-03-01 02:30:00,1709231400000,60960.82,60981.1,60560.75,60745.86,898.19358
2024-03-01 02:45:00,1709232300000,60745.87,60841.1,60364.7,60800.0,908.38255
2024-03-01 03:00:00,1709233200000,60799.99,60915.06,60605.93,60844.55,500.20811
2024-03-01 03:15:00,1709234100000,60844.55,61242.21,60844.54,61138.62,744.51543
2024-03-01 03:30:00,1709235000000,61138.63,61445.91,61051.11,61312.91,752.19237
2024-03-01 03:45:00,1709235900000,61312.9,61635.95,61213.13,61600.0,638.14226
2024-03-01 04:00:00,1709236800000,61599.99,61996.99,61521.73,61958.63,877.6129
2024-03-01 04:15:00,1709237700000,61958.62,62250.0,61870.71,62140.58,1106.70201
2024-03-01 04:30:00,1709238600000,62140.58,62235.25,61962.99,62008.7,824.21075
2024-03-01 04:45:00,1709239500000,62008.7,62285.47,61922.04,61934.73,946.69444
2024-03-01 05:00:00,1709240400000,61934.73,61999.75,60819.18,61098.09,1460.75024
2024-03-01 05:15:00,1709241300000,61098.09,61381.1,60905.15,60905.16,732.43598
2024-03-01 05:30:00,1709242200000,60905.15,61200.0,60584.07,61112.78,1195.57521
2024-03-01 05:45:00,1709243100000,61112.78,61408.28,60840.49,61374.94,651.37765
2024-03-01 06:00:00,1709244000000,61374.95,61474.81,61043.95,61322.71,463.42138
2024-03-01 06:15:00,1709244900000,61322.71,61419.63,60944.4,61020.97,492.2246
2024-03-01 06:30:00,1709245800000,61020.97,61292.34,60672.82,60688.34,451.84647
2024-03-01 06:45:00,1709246700000,60688.33,61266.86,60688.33,61224.02,499.07385
2024-03-01 07:00:00,1709247600000,61224.02,61379.7,61171.11,61241.1,428.76872
2024-03-01 07:15:00,1709248500000,61241.1,61500.0,61235.33,61461.1,340.47031
2024-03-01 07:30:00,1709249400000,61461.11,61536.94,61328.57,61379.84,408.69052
2024-03-01 07:45:00,1709250300000,61379.85,61463.87,60998.51,61130.98,516.25045
2024-03-01 08:00:00,1709251200000,61130.99,61338.72,61126.0,61224.49,512.96054
2024-03-01 08:15:00,1709252100000,61224.49,61749.0,61193.71,61716.74,639.28304
2024-03-01 08:30:00,1709253000000,61716.74,61741.1,61519.42,61583.53,366.15793
2024-03-01 08:45:00,1709253900000,61583.52,61649.99,61447.3,61501.11,349.39751
2024-03-01 09:00:00,1709254800000,61501.1,61501.11,61283.6,61340.71,346.87049
2024-03-01 09:15:00,1709255700000,61340.7,61566.95,61292.04,61503.18,336.50783
2024-03-01 09:30:00,1709256600000,61503.18,61503.19,61244.53,61408.93,419.49682
2024-03-01 09:45:00,1709257500000,61408.93,61431.1,61125.4,61214.35,449.37972
2024-03-01 10:00:00,1709258400000,61214.35,61214.36,60968.3,60968.31,434.58721
2024-03-01 10:15:00,1709259300000,60968.31,61030.0,60791.1,60931.1,423.9935
2024-03-01 10:30:00,1709260200000,60931.1,61061.09,60781.25,61034.0,414.97233
2024-03-01 10:45:00,1709261100000,61034.0,61061.28,60846.72,60980.0,327.35789
2024-03-01 11:00:00,1709262000000,60980.0,61079.86,60900.62,60954.61,308.58861
2024-03-01 11:15:00,1709262900000,60954.6,60990.0,60777.0,60791.76,306.89274
2024-03-01 11:30:00,1709263800000,60791.75,61012.57,60791.75,61003.64,313.6754
2024-03-01 11:45:00,1709264700000,61003.64,61222.22,60989.62,61105.91,395.45485
2024-03-01 12:00:00,1709265600000,61105.92,61198.37,61061.11,61177.55,253.23682
2024-03-01 12:15:00,1709266500000,61177.56,61417.06,61176.92,61354.29,286.78932
2024-03-01 12:30:00,1709267400000,61354.3,61396.92,61268.0,61301.11,222.76184
2024-03-01 12:45:00,1709268300000,61301.1,61524.09,61242.68,61524.09,304.83771
2024-03-01 13:00:00,1709269200000,61524.08,61546.35,61424.73,61500.0,257.91012
2024-03-01 13:15:00,1709270100000,61500.0,61530.69,61392.0,61427.11,188.38464
2024-03-01 13:30:00,1709271000000,61427.12,61511.09,61371.1,61476.34,280.40469
2024-03-01 13:45:00,1709271900000,61476.35,61496.88,61295.86,61312.01,342.9387
2024-03-01 14:00:00,1709272800000,61312.01,61483.33,61201.1,61483.32,310.14725
2024-03-01 14:15:00,1709273700000,61483.33,61761.0,61481.1,61668.57,542.06487
